administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,months,os,browser,region,traffic_type,visitor_type,weekend,revenue
2,29.3333,0,0,98,2680.83,0.00918367,0.0141604,16.0486,0,May,3,2,3,13,Returning_Visitor,FALSE,TRUE
3,44,4,1636,49,4945.08,0.00925926,0.0294444,6.165,0.8,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,528,0,0.0075,31.1904,0.6,May,2,2,1,4,New_Visitor,FALSE,TRUE
8,119,0,0,31,1273.88,0,0.00392157,12.6344,0,May,2,4,1,3,New_Visitor,FALSE,TRUE
4,92.25,1,0,47,1506.22,0,0.0255964,8.01155,0.4,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,1,257,31,1906.8,0.01875,0.048125,22.6299,0.4,May,2,2,2,11,Returning_Visitor,FALSE,TRUE
2,61.1667,0,0,47,901.25,0.00833333,0.025,32.7994,0,May,2,4,6,4,Returning_Visitor,FALSE,TRUE
2,39.5,1,161,34,1406.21,0.0108108,0.0212121,23.6052,0.2,May,2,2,8,4,Returning_Visitor,FALSE,TRUE
3,42.3333,0,0,64,2471.39,0.00555556,0.0205808,6.22105,0.6,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,127,0,0.0666667,65.988,0,May,2,2,1,11,Returning_Visitor,FALSE,TRUE
3,65.1667,2,16,23,599.333,0.00833333,0.0166667,5.4945,0,May,1,8,2,11,Returning_Visitor,TRUE,TRUE
0,0,0,0,12,499,0,0.0181818,86.388,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
4,69,1,0,19,580.5,0.0105263,0.0491228,22.3293,0,May,2,2,1,3,Returning_Visitor,TRUE,TRUE
0,0,2,499,12,755,0,0.0153846,71.488,0,May,2,5,2,2,New_Visitor,FALSE,TRUE
14,662.536,2,58,41,854.286,0.01875,0.0211941,10.1722,0,May,3,2,4,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,12,554.5,0,0.0181818,49.6255,0,May,2,4,5,2,New_Visitor,FALSE,TRUE
1,337,1,39,16,630.5,0,0.00625,28.794,0,May,3,2,1,11,Returning_Visitor,TRUE,TRUE
1,47.1667,1,3,42,1462.66,0.00465116,0.0190476,7.7349,0,May,2,2,6,4,Returning_Visitor,FALSE,TRUE
8,121.667,2,62,30,1688.73,0,0.0117647,15.0849,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,70.8333,1,30,27,1150.19,0.003125,0.0125,23.5544,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
10,252.5,2,506,14,289.667,0,0.0212121,29.7742,0,May,2,4,4,2,Returning_Visitor,FALSE,TRUE
3,189,1,32,26,1517.9,0,0.00714286,34.3486,0,May,2,2,7,1,New_Visitor,FALSE,TRUE
0,0,0,0,9,464,0,0.0222222,29.3156,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,101.5,0,0,16,692.667,0,0.0125,146.239,0,May,2,2,5,2,New_Visitor,FALSE,TRUE
0,0,0,0,37,607.467,0,0.00277778,39.9778,0,May,1,1,1,2,Returning_Visitor,TRUE,TRUE
7,114.25,1,17.3333,25,874.583,0,0.0123457,54.331,0,May,2,5,2,4,Returning_Visitor,TRUE,TRUE
2,100,0,0,22,639.5,0,0.00869565,101.372,0,May,1,1,1,4,Returning_Visitor,TRUE,TRUE
4,248.667,3,382.333,30,1039.48,0.00428571,0.00742857,9.51171,0,May,3,2,2,11,Returning_Visitor,FALSE,TRUE
2,77,0,0,32,1223.42,0,0.0107843,215.009,0,May,3,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,35,897.667,0.0117647,0.0170168,5.22071,0,May,3,2,2,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,25,417.967,0,0.0192308,4.7095,1,May,2,2,9,2,Returning_Visitor,TRUE,TRUE
3,91.8333,0,0,11,534,0.0153846,0.0153846,44.2966,0,May,1,1,1,2,New_Visitor,FALSE,TRUE
1,69.5,0,0,16,895.81,0,0.00444444,32.1421,0.6,May,3,2,2,6,Returning_Visitor,FALSE,TRUE
5,95.325,0,0,15,743.667,0.01,0.03,19.4281,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,19,2236.9,0,0.0277778,19.5953,0,May,4,1,2,4,Returning_Visitor,TRUE,TRUE
6,61.6667,0,0,18,397.667,0,0.0119048,12.5589,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
8,79.1667,2,45,62,3657.1,0.000952381,0.0208974,9.02732,0,May,2,7,4,4,Returning_Visitor,FALSE,TRUE
4,61,0,0,16,502.5,0,0.00952381,71.944,0,May,4,1,2,3,Returning_Visitor,TRUE,TRUE
6,86.5,1,2,39,1050.71,0.0211628,0.0180424,13.403,0,May,3,2,6,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,35,1386.72,0.02,0.0392698,14.9643,0,May,1,8,4,20,Returning_Visitor,TRUE,TRUE
0,0,0,0,27,2514.25,0,0.00666667,31.4078,0,May,2,2,3,5,New_Visitor,FALSE,TRUE
3,69,0,0,37,769,0,0.0042735,47.9313,0,May,3,2,3,2,New_Visitor,TRUE,TRUE
5,230.25,2,135,27,517.393,0,0.0114583,30.2694,0,May,2,2,4,2,New_Visitor,TRUE,TRUE
0,0,1,165,12,833,0.0166667,0.02,34.4925,0.8,May,3,2,8,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,25,319.333,0.0166667,0.0366667,10.4445,0,May,2,5,5,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,838.55,0,0.0167832,55.2365,0,May,1,1,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,149,0,0.0333333,64.788,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,1,25,15,412.833,0,0.00666667,29.848,0,May,2,4,1,4,New_Visitor,FALSE,TRUE
1,41.3333,0,0,44,3227.5,0,0.00465116,28.5315,0.6,May,2,2,4,13,Returning_Visitor,FALSE,TRUE
1,25.75,3,189.5,22,2297.8,0.0147436,0.0174359,18.9956,0.4,May,3,2,1,13,Returning_Visitor,FALSE,TRUE
3,52,0,0,56,2145.56,0.0114035,0.0252924,13.1173,0,May,2,2,1,14,Returning_Visitor,FALSE,TRUE
0,0,0,0,50,2617.23,0,0.00136054,53.2288,0,May,4,1,3,2,New_Visitor,TRUE,TRUE
1,7,0,0,20,887.583,0,0.0161404,34.2534,0,May,2,2,3,11,Returning_Visitor,FALSE,TRUE
3,52.3333,5,81.5,23,541.667,0.00111111,0.0470741,10.6481,0,May,4,1,1,4,Returning_Visitor,FALSE,TRUE
6,66.7727,1,83,62,2050.4,0.00588235,0.0127897,17.0798,0.2,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,724,0,0.0222222,97.98,0,May,1,1,4,2,New_Visitor,TRUE,TRUE
4,91,2,39,16,1280.17,0,0.0047619,39.8189,0,May,2,4,4,4,New_Visitor,FALSE,TRUE
6,57.5,0,0,66,1285.55,0.00410959,0.0185139,20.9724,0,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
5,102.068,2,16,142,6223.87,0,0.00664946,15.4772,0,May,2,2,3,2,Returning_Visitor,TRUE,TRUE
14,578.5,2,913,31,699.5,0,0.00589681,22.5889,0,May,2,2,3,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,36,808.083,0,0.00761905,53.1014,0,May,2,2,6,4,Returning_Visitor,FALSE,TRUE
3,55,0,0,19,436,0,0.0136364,49.5483,0,May,2,2,4,2,Returning_Visitor,TRUE,TRUE
0,0,1,44,14,549.5,0,0.0133333,43.252,0.2,May,2,4,1,2,New_Visitor,FALSE,TRUE
1,29,2,149,11,561.55,0.0142857,0.0385714,10.0209,0.6,May,3,2,1,4,Returning_Visitor,FALSE,TRUE
8,102,0,0,83,1495.58,0,0.00229885,82.1237,0,May,4,1,7,4,New_Visitor,TRUE,TRUE
0,0,0,0,22,355.667,0.047619,0.0514286,25.194,0.8,May,2,2,3,4,Returning_Visitor,FALSE,TRUE
8,249,1,36.3333,31,1124.92,0,0.0146724,18.0858,0,May,2,4,5,5,New_Visitor,FALSE,TRUE
0,0,1,0,57,1190.55,0.00701754,0.0273099,17.1675,0.6,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,28,1384.07,0.00714286,0.032381,11.0194,0,May,2,4,3,2,Returning_Visitor,FALSE,TRUE
2,74,0,0,30,1708.08,0.00666667,0.0133333,16.1892,0,May,2,2,7,1,Returning_Visitor,TRUE,TRUE
1,9,0,0,11,467,0,0.02,79.182,0,May,2,4,1,1,Returning_Visitor,FALSE,TRUE
3,53.25,1,77,198,3057.81,0,0.00273456,11.9791,0,May,4,1,5,1,Returning_Visitor,TRUE,TRUE
5,497.75,1,10,51,4977.85,0,0.0155367,15.3576,0,May,2,2,1,5,Returning_Visitor,FALSE,TRUE
3,40,0,0,19,1051.5,0.00833333,0.0305556,12.18,0.6,May,1,1,4,3,Returning_Visitor,FALSE,TRUE
1,41,0,0,37,1501.17,0,0.0192982,15.249,0.4,May,2,6,1,3,Returning_Visitor,FALSE,TRUE
0,0,1,55,63,1462.45,0,0.00322581,22.088,0,May,2,2,1,5,New_Visitor,FALSE,TRUE
1,537,0,0,14,1383.5,0,0.0307692,9.40754,0,May,2,2,3,1,Returning_Visitor,FALSE,TRUE
5,766.833,0,0,37,1133.02,0,0.0138462,49.6631,0,May,4,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,303.4,0,0.0166667,239.98,0,May,2,2,5,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,346.833,0.0380952,0.0571429,12.5589,0,May,2,2,7,2,Returning_Visitor,FALSE,TRUE
1,294,0,0,12,936,0,0.0363636,26.2298,0,May,2,2,1,4,Returning_Visitor,TRUE,TRUE
2,28,0,0,42,1329.67,0,0.00232558,80.0434,0,May,2,2,1,4,Returning_Visitor,TRUE,TRUE
0,0,2,76,35,2068.93,0,0.0142857,39.2715,0,May,2,6,6,6,Returning_Visitor,FALSE,TRUE
8,236.833,0,0,20,411.389,0.00952381,0.0168254,17.3917,0,May,3,2,3,3,Returning_Visitor,TRUE,TRUE
5,244.5,0,0,21,998.4,0.004,0.00866667,41.869,0,May,3,3,1,4,Returning_Visitor,FALSE,TRUE
9,269.8,0,0,112,2478.62,0,0.00400585,60.4339,0.2,May,2,2,4,3,Returning_Visitor,FALSE,TRUE
4,98,4,216,17,1243.5,0,0.00869565,32.8085,0,May,1,1,2,2,New_Visitor,FALSE,TRUE
1,76,0,0,19,1263.33,0.0117647,0.0235294,60.3424,0.6,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
1,24,0,0,15,496.75,0,0.00625,115.486,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,38,3,909,23,542.333,0,0.0153061,25.4132,0.6,May,2,6,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,342.167,0,0.0222222,51.176,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
8,192.556,1,91,109,2926.43,0,0.00185185,12.8915,0,May,4,1,1,3,New_Visitor,FALSE,TRUE
3,509.667,0,0,19,976.338,0,0.0104545,23.6216,0,May,1,1,1,2,Returning_Visitor,TRUE,TRUE
6,111,0,0,13,522,0,0.0111111,36.6544,0,May,2,2,2,2,New_Visitor,FALSE,TRUE
2,566,0,0,11,574.333,0,0.0152778,34.2608,0.4,May,1,1,8,2,Returning_Visitor,FALSE,TRUE
2,32,0,0,30,1407.5,0.00645161,0.0251613,15.5119,0,May,2,2,1,13,Returning_Visitor,FALSE,TRUE
9,174.475,0,0,43,895.973,0,0.00992908,30.6662,0,May,1,2,6,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,578.2,0,0.0333333,58.488,0,May,2,5,3,6,Returning_Visitor,TRUE,TRUE
0,0,0,0,8,240,0,0.0285714,58.788,0.2,May,2,2,3,2,New_Visitor,FALSE,TRUE
0,0,0,0,14,354.25,0,0.0153846,124.032,0,May,1,1,6,5,New_Visitor,FALSE,TRUE
1,32,0,0,9,455,0,0.0222222,18.6533,0,May,2,2,8,2,Returning_Visitor,TRUE,TRUE
8,656,1,9,39,1390.87,0,0.00930233,63.3947,0,May,2,5,3,2,New_Visitor,FALSE,TRUE
1,6,1,7,25,591.893,0,0.0208333,165.62,0,May,1,1,8,4,Returning_Visitor,TRUE,TRUE
4,319,1,21.5,33,1829.18,0,0.017619,16.0711,0.6,May,2,4,7,2,Returning_Visitor,FALSE,TRUE
0,0,3,341.333,59,2946.6,0.00327869,0.00796253,9.38038,0,May,1,1,6,2,Returning_Visitor,TRUE,TRUE
2,50.5,0,0,14,689.383,0,0.0133333,100.778,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
3,105,0,0,34,603.707,0,0.00371429,14.7571,0,May,1,1,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,676.167,0,0.00833333,2.70583,0,May,2,2,6,4,Returning_Visitor,TRUE,TRUE
1,5,1,292,35,1916.9,0,0.0155556,11.1919,0.2,May,2,10,6,3,Returning_Visitor,FALSE,TRUE
1,4,0,0,18,631.667,0,0.0277778,56.3247,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,1340.75,0,0.0153846,57.5889,0.6,May,4,1,3,4,New_Visitor,FALSE,TRUE
0,0,1,19,27,1523.05,0,0.00185185,22.1289,0,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
2,59.5,1,20,96,5604.98,0.00488889,0.0166248,5.3449,0,May,2,7,1,6,Returning_Visitor,FALSE,TRUE
11,336.5,0,0,40,1239.95,0.025,0.0260354,6.12879,0,May,2,2,5,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,16,355.5,0,0.0142857,11.1317,0,May,3,2,1,3,New_Visitor,FALSE,TRUE
6,65,2,243,19,681.619,0,0.0117949,28.2954,1,May,2,2,1,2,Returning_Visitor,TRUE,TRUE
1,25,0,0,14,397,0.03625,0.0473958,14.9925,0,May,1,1,3,3,Returning_Visitor,FALSE,TRUE
2,59.8333,0,0,70,2509.25,0,0.00642857,11.2841,0,May,2,2,3,1,Returning_Visitor,FALSE,TRUE
2,38,0,0,11,713,0,0.0166667,113.98,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,29.5,0,0,29,569.167,0,0.0195767,12.455,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
1,32.3333,1,56,62,2414.9,0,0.00222222,30.4616,0,May,2,2,9,2,Returning_Visitor,FALSE,TRUE
3,51.5,0,0,21,1623.5,0,0.005,49.3886,0.6,May,2,4,2,3,New_Visitor,FALSE,TRUE
2,338,0,0,17,1205.57,0.0125,0.0375,19.2362,0.8,May,3,2,2,2,Returning_Visitor,FALSE,TRUE
4,324.5,0,0,30,1456.78,0,0.00901961,30.0129,0,May,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,604,0,0.0333333,53.988,0,May,2,5,3,2,New_Visitor,FALSE,TRUE
16,284.85,0,0,276,4758.38,0.00103448,0.00730626,27.4321,0,May,4,1,3,1,Returning_Visitor,TRUE,TRUE
0,0,1,16,8,308,0,0.025,35.091,0,May,2,4,1,2,Returning_Visitor,FALSE,TRUE
4,47.5,0,0,16,331.333,0,0.0105263,254.607,0,May,2,5,1,2,New_Visitor,FALSE,TRUE
6,108.917,0,0,24,516.417,0,0.0133333,8.1816,0,May,2,2,1,5,Returning_Visitor,TRUE,TRUE
4,69,0,0,20,1180,0,0.00909091,30.5264,0,May,2,2,6,3,Returning_Visitor,FALSE,TRUE
1,82,0,0,59,1927.12,0.00790961,0.0237288,23.8763,0,May,2,2,9,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,553,0,0.025,53.988,0,May,1,1,1,4,New_Visitor,FALSE,TRUE
8,176.667,2,153,27,880.8,0.00729167,0.0201923,8.54525,0,May,1,1,2,2,Returning_Visitor,TRUE,TRUE
1,418,3,76,70,3345.69,0.00251509,0.00757119,7.20461,0,May,2,10,6,4,Returning_Visitor,FALSE,TRUE
0,0,2,109,23,1232.73,0,0.0128205,56.3588,0,May,4,2,1,19,Returning_Visitor,TRUE,TRUE
1,41,0,0,30,1018,0,0.00344828,54.2181,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,9,0,0,12,764.75,0,0.0230769,9.64108,0.4,May,2,2,8,2,New_Visitor,FALSE,TRUE
2,44.3333,0,0,19,813.1,0,0.01,20.0031,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
9,468.367,1,88,114,3772.41,0,0.00168067,42.4191,0,May,2,2,2,14,Returning_Visitor,TRUE,TRUE
8,132,0,0,20,413,0.0111111,0.0274074,36.5158,0,May,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,399,0.0333333,0.0222222,44.99,0,May,3,2,2,5,Returning_Visitor,FALSE,TRUE
2,37.5,0,0,12,375,0,0.0395833,43.99,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,892,0,0.00952381,10.5181,0,May,2,2,7,4,Returning_Visitor,TRUE,TRUE
1,8,0,0,29,826.85,0.00714286,0.0295918,10.9871,0,May,1,1,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,906,0,0.0166667,14.9833,0.4,May,4,1,2,2,New_Visitor,FALSE,TRUE
1,7,0,0,7,151.5,0,0.025,50.9925,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,953.833,0,0.0114286,92.8386,0,May,3,2,1,5,Returning_Visitor,TRUE,TRUE
4,147.5,1,37.5,25,788.267,0.00714286,0.0285714,16.7066,0,May,2,2,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,123,0,0.0142857,59.988,0,May,2,2,1,2,New_Visitor,FALSE,TRUE
5,131.2,3,27,21,893.45,0.0173913,0.0206522,7.09148,0,May,3,2,3,4,Returning_Visitor,TRUE,TRUE
1,53,0,0,13,417,0,0.0181818,72.788,0.4,May,1,1,1,3,New_Visitor,FALSE,TRUE
0,0,0,0,15,789.667,0,0.0142857,14.5543,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
1,51,2,176,37,1420.73,0,0.0126126,102.354,0,May,2,5,7,4,Returning_Visitor,TRUE,TRUE
2,72.5,0,0,10,1580,0,0.0181818,100.096,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,5,161.5,60,2789.17,0,0.00502646,31.3189,0,May,2,2,6,2,Returning_Visitor,FALSE,TRUE
2,25.5,0,0,13,908.5,0,0.0133333,19.7853,0,May,3,2,4,1,Returning_Visitor,TRUE,TRUE
8,294.5,3,231.7,24,1034.58,0,0.0151961,9.87765,0,May,2,4,3,3,Returning_Visitor,FALSE,TRUE
2,235,0,0,23,1193,0,0.00833333,45.6125,0,May,3,2,7,2,New_Visitor,FALSE,TRUE
9,367,0,0,85,2387.99,0,0.0160806,3.92601,0,May,3,2,6,4,Returning_Visitor,TRUE,TRUE
4,165,0,0,59,3096.38,0.00752688,0.0192473,8.12619,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,1040.2,0,0.0111111,115.98,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
1,9,0,0,111,2451.87,0,0.0157758,2.79741,0.4,May,2,2,8,3,Returning_Visitor,FALSE,TRUE
5,96.25,0,0,26,1222.33,0,0.00645161,42.9561,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
1,9,1,49,25,2454.45,0,0.0153846,31.7585,0,May,2,2,9,6,Returning_Visitor,FALSE,TRUE
3,64,0,0,29,619.4,0,0.00714286,42.8906,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
1,24.5,0,0,46,1525.67,0,0.00638298,107.217,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,693.5,0,0.0222222,40.4338,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,16,953.5,0,0.0142857,21.588,0.8,May,2,2,9,4,New_Visitor,FALSE,TRUE
7,78.3,5,120,87,1363.26,0.00430107,0.00809012,30.8093,0.6,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,120,4,64,52,1859.08,0.0103448,0.0183908,17.2487,0,May,2,2,2,13,Returning_Visitor,FALSE,TRUE
0,0,3,482.333,44,2453.75,0,0.00111111,48.868,0,May,1,1,8,2,Returning_Visitor,TRUE,TRUE
1,15,0,0,11,224,0.0166667,0.0222222,47.6557,0,May,2,5,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,1496.83,0,0.0153846,98.1369,0,May,2,4,6,4,New_Visitor,FALSE,TRUE
0,0,0,0,8,376.333,0,0.0285714,53.988,0,May,2,2,2,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,24,805,0,0.00869565,53.988,0,May,2,2,1,2,New_Visitor,TRUE,TRUE
4,85,0,0,22,452.583,0,0.00833333,107.94,0,May,2,2,6,4,New_Visitor,FALSE,TRUE
3,13,0,0,26,2058.5,0,0.0395062,8.88711,1,May,2,2,1,3,Returning_Visitor,TRUE,TRUE
1,4,0,0,24,957.9,0.025,0.0326389,22.7446,0.4,May,3,2,6,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,29,1137.17,0,0.00714286,22.2746,0,May,1,8,1,11,Returning_Visitor,TRUE,TRUE
5,543,6,320.5,20,2039,0,0.0162963,25.3893,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,222,0,0.0285714,53.4746,0,May,1,1,1,2,New_Visitor,TRUE,TRUE
7,156.9,0,0,32,1123.69,0.0027027,0.0113127,6.588,0,May,3,5,7,2,New_Visitor,FALSE,TRUE
0,0,0,0,50,1232.03,0,0.00166667,173.47,0,May,2,2,9,2,New_Visitor,FALSE,TRUE
4,74.2143,0,0,32,1367.63,0.00892857,0.0203125,50.8298,0,May,3,2,1,2,Returning_Visitor,TRUE,TRUE
5,210.778,3,215,33,1887.69,0.00857143,0.032381,11.6949,0,May,3,2,3,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,1160,0,0.0181818,20.6084,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
10,1271.5,0,0,41,1221.14,0,0.00780142,71.466,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,710,0,0.025,45.4895,0.8,May,1,1,6,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,338.5,0,0.02,32.382,0,May,2,2,2,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,500,0,0.02,44.388,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
11,157.058,5,514,79,2605.7,0,0.00640783,14.8513,0,May,2,2,7,3,Returning_Visitor,FALSE,TRUE
11,334.75,0,0,20,598.779,0,0.00769231,26.5935,0.2,May,2,10,1,5,New_Visitor,FALSE,TRUE
0,0,0,0,21,1296.72,0,0.00701754,70.0183,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,44,2,53,8,667.667,0,0.0181818,56.6236,0,May,2,2,1,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,34,783.567,0,0.00588235,62.0788,0,May,2,2,1,6,Returning_Visitor,TRUE,TRUE
4,198.5,0,0,43,2124.83,0,0.0151515,48.864,0,May,2,2,3,4,Returning_Visitor,TRUE,TRUE
4,153.25,0,0,19,402.717,0,0.0030303,57.474,0,May,2,2,5,4,New_Visitor,TRUE,TRUE
4,98,1,31,32,898.171,0,0.00555556,23.3217,0,May,2,2,4,2,New_Visitor,TRUE,TRUE
0,0,1,26,51,3540.24,0.00196078,0.0231808,2.17243,0.8,May,1,1,3,1,Returning_Visitor,FALSE,TRUE
1,4,0,0,32,673.125,0.00645161,0.0100569,17.0592,0.8,May,2,2,3,4,Returning_Visitor,FALSE,TRUE
4,127,0,0,32,2423.75,0.00277778,0.0212963,23.6195,0,May,1,1,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,692.622,0,0.00147059,53.988,0.6,May,6,2,9,2,New_Visitor,FALSE,TRUE
8,57.5,0,0,44,845.833,0.00425532,0.012766,19.2975,0.6,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,1,41,21,459.667,0,0.00952381,18.2743,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,989.333,0,0.0111111,25.109,0,May,3,2,1,2,New_Visitor,TRUE,TRUE
3,59,0,0,10,269,0,0.0181818,50.388,0,May,1,1,1,5,New_Visitor,TRUE,TRUE
0,0,0,0,24,488.333,0,0.00434783,72.3021,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,21,947,0.01,0.02,55.8486,0,May,2,2,1,5,New_Visitor,TRUE,TRUE
1,18,0,0,18,1188.95,0,0.0117647,39.186,0,May,2,2,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,312.033,0,0.00909091,17.808,0,May,2,2,8,6,Returning_Visitor,FALSE,TRUE
1,0,0,0,9,219,0.030303,0.0666667,22.8964,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
15,370.275,12,689.833,96,2964.59,0.0026087,0.0107324,3.35813,0,May,1,1,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,35,888.333,0.00571429,0.0242857,7.60937,0.2,May,2,2,6,3,Returning_Visitor,FALSE,TRUE
9,779.356,4,163.667,75,13431,0.00294118,0.0320176,16.1633,0,May,2,2,2,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,722.7,0,0.00294118,68.376,0,May,1,1,5,2,New_Visitor,FALSE,TRUE
5,262.5,0,0,45,1456.27,0,0.0187075,13.5307,0,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
8,137.075,0,0,59,2088.44,0.00634328,0.0235229,54.0752,0,May,4,2,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,2715,0,0.00909091,54.9704,0,May,2,2,4,2,New_Visitor,FALSE,TRUE
1,87,0,0,38,1326.25,0.0131579,0.0285088,7.15342,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
9,726.367,0,0,80,4322.78,0.00227273,0.0163943,8.06903,0,May,2,2,2,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,11,1019.5,0.0222222,0.0444444,26.6578,0,May,2,5,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,421.6,0.0684211,0.077193,6.62495,0.6,May,3,2,2,13,Returning_Visitor,FALSE,TRUE
7,161.25,1,0,32,1038.8,0,0.0157143,59.9678,0.2,May,1,1,4,2,Returning_Visitor,FALSE,TRUE
0,0,1,6,50,1306.1,0.00408163,0.0122449,5.13771,0,May,4,1,4,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,335,0.025,0.05,63.891,0,May,3,2,4,1,Returning_Visitor,FALSE,TRUE
1,89,0,0,17,1175.5,0,0.0125,9.74025,0,May,1,1,3,4,New_Visitor,TRUE,TRUE
3,137.567,2,23,22,739.067,0,0.0246667,13.6749,0,May,3,6,4,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,459,0,0.0285714,26.98,0,May,2,4,3,2,Returning_Visitor,FALSE,TRUE
6,132,1,5,30,1039.24,0.00571429,0.0178095,3.998,0.6,May,3,2,4,3,Returning_Visitor,FALSE,TRUE
1,19,0,0,11,501.75,0.0166667,0.0333333,55.485,0,May,2,4,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,443.5,0,0.0277778,38.2094,0,May,2,5,3,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,50,1149.43,0.012,0.0263833,4.5476,0,May,4,1,1,4,Returning_Visitor,FALSE,TRUE
7,271.333,0,0,54,3510.42,0.00357143,0.0107143,9.86512,0,May,2,2,4,6,Returning_Visitor,FALSE,TRUE
