administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,months,os,browser,region,traffic_type,visitor_type,weekend,revenue
0,0,0,0,18,5188.5,0,0.05,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,57,0.08,0.12,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,8,0,0.1,0,0,Mar,2,2,5,1,Returning_Visitor,TRUE,FALSE
4,96.5,0,0,19,1430.66,0.01,0.0256667,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
1,13,0,0,2,20,0,0.05,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE
5,1388.75,0,0,4,1373.75,0,0.02,0,0,Mar,1,1,7,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,45,844.25,0,0.0103704,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,1,0,7,188,0,0.0333333,0,0,Mar,2,2,1,8,New_Visitor,FALSE,FALSE
3,51,0,0,14,527.375,0.0155556,0.0338624,0,0,Mar,7,1,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,3,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,116.333,0,0.0666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,397,0,0.02,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,219.333,0,0.0116667,0,0,Mar,1,8,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,74,0,0.04,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1559.6,0,0.0338462,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,236.5,0,0.0166667,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
1,10,0,0,14,348.667,0.0357143,0.0535714,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
1,28,1,47,13,224.5,0,0.0142857,0,0,Mar,1,1,1,8,New_Visitor,FALSE,FALSE
4,27,0,0,42,601.767,0,0.00454545,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,75.5,0.02,0.0133333,0,0,Mar,1,1,2,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,153,0,0.05,0,0,Mar,2,5,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,3658.5,0.0166667,0.05,0,0,Mar,4,2,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1162.5,0,0.025,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,556.6,0.0145833,0.0395833,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,41,0,0.0333333,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
13,1249.81,4,205,36,1626.63,0.0106383,0.0261863,6.83179,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,69.25,0,0.0444444,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
2,390,0,0,10,1169.1,0.02,0.05,0,0,Mar,3,9,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,402,0,0.0380952,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,35,3324.33,0.0114286,0.0247619,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
11,215.524,1,70,87,3037.5,0.00215054,0.00772239,0,0,Mar,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,59,0,0.05,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
1,11,0,0,51,1059.25,0.0105882,0.022643,0,0,Mar,3,2,6,3,Returning_Visitor,FALSE,FALSE
2,20,0,0,7,720,0,0.0111111,0,0,Mar,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,40,905.486,0.0135,0.0374762,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,33,778.817,0,0.0224242,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
4,171.25,0,0,22,851.56,0.00454545,0.0319073,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,227.5,0,0.0222222,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
5,227.333,0,0,17,528.9,0,0.00227273,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,872.833,0,0.0266667,0,0,Mar,2,2,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,35,835.067,0.0125714,0.0447619,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,82.5,0,0.05,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,1,13,0,0.1,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,9,0,0.1,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,7,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,94.5,0.0333333,0.0255556,0,0,Mar,3,2,4,11,Returning_Visitor,FALSE,FALSE
5,86,0,0,23,267.3,0,0.016,0,0,Mar,1,1,4,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,3312.5,0.0137931,0.0289655,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,75,0,0.0666667,0,0,Mar,2,5,1,3,Returning_Visitor,TRUE,FALSE
2,7,0,0,10,75,0.05,0.11,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,24,27,1547.5,0.0037037,0.0148148,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
7,186.976,2,40,35,1276.16,0,0.00868176,0,0,Mar,1,1,6,2,Returning_Visitor,FALSE,FALSE
3,138,2,136,54,2631.1,0,0.00969697,0,0,Mar,1,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,96,0,0.1,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
2,374,0,0,3,1370,0,0.025,0,0,Mar,2,2,1,8,Returning_Visitor,FALSE,FALSE
2,61,0,0,5,97,0,0.04,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,14,0,0,46,1380.17,0,0.0103704,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,156,0,0.04,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,240.75,0,0.02,0,0,Mar,2,2,9,2,Returning_Visitor,FALSE,FALSE
2,96,0,0,37,1238.5,0.0051282,0.0164103,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
6,615.25,0,0,68,2524.72,0,0.000175593,0,0,Mar,1,2,6,1,Returning_Visitor,FALSE,FALSE
4,111,0,0,4,54,0,0.0285714,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,147,0,0,2,35,0,0.05,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,15,175.917,0.0133333,0.0266667,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
3,53.1667,0,0,11,263.6,0,0.00357143,0,0,Mar,3,2,1,9,Returning_Visitor,FALSE,FALSE
2,58,0,0,7,101.8,0,0.0111111,0,0,Mar,3,2,8,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
3,48.5,0,0,55,1042.24,0,0.00222222,0,0,Mar,4,2,1,2,New_Visitor,FALSE,FALSE
1,21,3,116,21,613.667,0.00833333,0.0236111,0,0,Mar,1,2,1,1,Returning_Visitor,FALSE,FALSE
4,115.333,0,0,64,1588.94,0.00307692,0.00921367,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,929,75,4105.67,0.00263158,0.0173246,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,8,0,0,14,269.5,0,0.0190476,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,32.2857,0,0,8,1236.2,0,0.0285714,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,49,1384.02,0,0.0119048,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,52,0,0.025,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,11,0,0,29,664.75,0,0.00505747,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,64,0,0.0142857,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,326.5,0.1,0.125,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1690.98,0.008,0.0373333,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
4,277.75,0,0,3,178.75,0,0.008,0,0,Mar,3,2,3,8,New_Visitor,FALSE,FALSE
0,0,0,0,12,407,0,0.0333333,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
6,241.167,0,0,39,1513.57,0.0051282,0.0213675,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
3,64,0,0,24,832.091,0,0.00987654,0,0,Mar,2,10,1,3,New_Visitor,FALSE,FALSE
1,25.5,0,0,12,250.833,0,0.0166667,0,0,Mar,3,2,2,1,Returning_Visitor,TRUE,FALSE
2,64,0,0,15,565.667,0,0.00625,0,0,Mar,2,2,1,1,New_Visitor,FALSE,FALSE
0,0,0,0,10,194,0.02,0.04,0,0,Mar,2,5,7,1,Returning_Visitor,FALSE,FALSE
8,130,1,18,19,298,0,0.0166667,19.6682,0,Mar,2,2,3,1,Returning_Visitor,TRUE,FALSE
9,79,1,155.5,55,1743.07,0,0.00437158,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
3,84,0,0,27,655.917,0,0.0111111,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,308.864,0,0.0280303,0,0,Mar,2,6,2,2,Returning_Visitor,FALSE,FALSE
3,41,0,0,46,2749.67,0,0.00555556,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,812,0,0.008,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,166,0.0285714,0.0714286,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
1,14,0,0,4,65,0,0.05,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
4,86,0,0,46,2450.69,0.0270833,0.0479051,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,226.833,0,0.01,0,0,Mar,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,226,0,0.0538462,0,0,Mar,2,2,4,3,Returning_Visitor,TRUE,FALSE
1,11.8889,0,0,111,3510.88,0.0000983,0.00943843,12.0166,0,Mar,3,2,5,2,Returning_Visitor,FALSE,FALSE
5,51.5,0,0,2,6,0,0.0333333,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
2,7,0,0,27,559.4,0.0148148,0.0304527,0,0,Mar,2,4,4,3,Returning_Visitor,TRUE,FALSE
8,269,0,0,33,1109.88,0.0138889,0.0277422,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,239,0,0.04,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
2,44.5,0,0,7,212.167,0,0.00625,0,0,Mar,3,2,1,8,New_Visitor,TRUE,FALSE
1,3,14,1165.17,81,2820.95,0.00889749,0.029431,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,44,0.0666667,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,781,0.0285714,0.0571429,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
4,61,0,0,14,175.667,0,0.0105882,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
3,90,0,0,25,397.885,0.00533333,0.0335048,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,770.029,0.0112,0.0349333,0,0,Mar,3,2,8,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,12,0,0.1,0,0,Mar,1,1,5,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,8,0.0666667,0.133333,0,0,Mar,2,4,1,3,Returning_Visitor,FALSE,FALSE
1,17,0,0,22,399.8,0.0190476,0.0380952,0,0,Mar,1,5,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
9,213.321,5,528,61,2258.43,0.01,0.020655,2.81081,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,254,0,0.1,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,67,0,0.0285714,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,57,0,0.025,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,240.417,0,0.0616883,0,0,Mar,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,551.167,0.025,0.035,0,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,379.5,0.0571429,0.0857143,0,0,Mar,3,2,8,1,Returning_Visitor,FALSE,FALSE
1,6,0,0,14,548.186,0.0285714,0.0298701,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
3,304,0,0,31,1735.3,0.015625,0.0515625,0,0,Mar,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,103,0,0.0222222,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
7,151,0,0,44,1406.1,0.00408163,0.00650146,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
3,199.75,0,0,8,331.4,0,0.00333333,0,0,Mar,3,2,2,10,New_Visitor,FALSE,FALSE
1,13.5,1,28,88,1759.28,0.00454545,0.0206445,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,236,0,0.0266667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,197,4,246,17,427.083,0,0.00869565,0,0,Mar,1,1,3,2,New_Visitor,FALSE,FALSE
3,115.125,0,0,46,909.523,0.00425532,0.0204492,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
4,312.75,0,0,14,702.917,0,0.0142593,0,0,Mar,3,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,40,962.333,0,0.01625,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
4,724,0,0,2,159,0,0.008,0,0,Mar,4,2,1,7,New_Visitor,FALSE,FALSE
0,0,0,0,2,24,0,0.1,0,0,Mar,2,6,1,2,Returning_Visitor,FALSE,FALSE
3,66.3333,0,0,15,424.833,0,0.0125,0,0,Mar,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,154.833,0,0.00625,0,0,Mar,2,4,7,1,Returning_Visitor,FALSE,FALSE
2,190,1,0,37,758.443,0,0.0105263,0,0,Mar,1,1,6,1,Returning_Visitor,TRUE,FALSE
4,174,1,18.5,11,305.875,0,0.0017094,0,0,Mar,1,2,3,8,New_Visitor,TRUE,FALSE
3,227,0,0,2,62,0,0.025,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE
1,23,0,0,15,656.25,0.0285714,0.0285714,0,0,Mar,1,1,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,617.5,0.00689655,0.0195402,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,20,0,0.0666667,0,0,Mar,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,22,0,0.1,0,0,Mar,1,2,9,2,Returning_Visitor,FALSE,FALSE
1,26,1,0,55,872.4,0.00350877,0.0175439,0,0,Mar,2,5,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,1372,0.00540541,0.0189189,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,41,0,0,7,139,0.0222222,0.0555556,0,0,Mar,2,5,6,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,288.5,0,0.0125,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,192,0,0.04,0,0,Mar,2,10,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,954.667,0,0.00384615,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,11,Returning_Visitor,FALSE,FALSE
2,74,0,0,13,429,0.0133333,0.0404444,0,0,Mar,2,4,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,1546.5,0,0.00833333,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
2,45,0,0,9,96.4667,0,0.0181818,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,112,0,0,9,198.833,0,0.00606061,0,0,Mar,3,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,8,181,0.075,0.1,0,0,Mar,3,2,1,13,Returning_Visitor,TRUE,FALSE
2,37,0,0,15,208.5,0,0.0117647,0,0,Mar,2,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,21,517.424,0.0190476,0.025,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,358.067,0,0.025,0,0,Mar,3,3,2,1,Returning_Visitor,FALSE,FALSE
1,5.5,0,0,22,339.25,0,0.0269841,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
3,50,0,0,13,796,0,0.0133333,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,1759.42,0,0.00290323,0,0,Mar,2,2,4,2,Returning_Visitor,TRUE,FALSE
2,26,0,0,19,3277,0.0157895,0.0378947,0,0,Mar,2,2,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,265.167,0,0.0461538,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
5,113.5,0,0,13,437.2,0,0.00222222,0,0,Mar,1,8,4,11,New_Visitor,FALSE,FALSE
0,0,0,0,6,92,0,0.0666667,0,0,Mar,1,1,3,10,Returning_Visitor,FALSE,FALSE
3,279,0,0,0,0,0,0.05,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE
3,228,1,267.5,23,1266.27,0.0021978,0.0377656,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,55,2,4,2,19,0,0.0333333,0,0,Mar,1,1,8,2,New_Visitor,FALSE,FALSE
6,112.5,0,0,47,1882.11,0.004,0.0193143,17.5277,0,Mar,1,1,4,3,Returning_Visitor,FALSE,FALSE
1,17,0,0,12,616.4,0,0.0181818,0,0,Mar,1,1,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,155,0.04,0.0533333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,814.5,0,0.01,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,21,460.417,0.0190476,0.0365079,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,819.5,0,0.036,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
1,8.5,0,0,30,659.2,0,0.00645161,0,0,Mar,2,2,3,3,New_Visitor,TRUE,FALSE
0,0,0,0,5,427,0,0.04,0,0,Mar,3,3,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,5,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,2425,0,0.00714286,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
7,319.5,0,0,11,416.5,0,0.00714286,0,0,Mar,3,2,1,9,New_Visitor,TRUE,FALSE
0,0,0,0,15,638.643,0.00357143,0.0535714,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,132,8,445,0,0.0142857,0,0,Mar,3,2,4,14,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,81,0,0.025,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1985,0.03,0.055,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
5,97.5,0,0,24,758.144,0.04,0.0598462,0,0,Mar,3,2,2,1,Returning_Visitor,TRUE,FALSE
7,182.083,0,0,15,310.9,0,0.01,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
3,97,0,0,15,482,0.0125,0.025,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
3,34.8333,0,0,30,709.833,0.0266667,0.0466667,0,0,Mar,1,1,2,1,Returning_Visitor,TRUE,FALSE
0,0,3,57,31,4547.17,0.0129032,0.0392473,8.68274,0,Mar,2,4,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,1040,0.0777778,0.116667,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,223,0.0666667,0.133333,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE,FALSE
0,0,2,14,11,687.5,0.0205128,0.0358974,0,0,Mar,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,30,632.583,0,0.0216667,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
1,77,0,0,9,312,0,0.0444444,0,0,Mar,1,1,3,3,New_Visitor,TRUE,FALSE
3,107,0,0,45,2502.97,0,0.00851064,9.70211,0,Mar,2,4,1,2,New_Visitor,TRUE,FALSE
10,614.167,0,0,47,3608.9,0,0.0198718,7.25622,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
13,315.967,1,0,15,406.575,0.0190476,0.032381,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,39,2487.5,0.0171053,0.0471053,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,212.8,0.0190476,0.0428571,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
2,11,0,0,20,510,0.0136364,0.0348485,0,0,Mar,4,1,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
2,47.6667,0,0,5,72.3333,0,0.0142857,0,0,Mar,1,1,8,2,New_Visitor,FALSE,FALSE
0,0,0,0,13,96.5,0.0307692,0.0769231,0,0,Mar,2,6,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,267,0,0.05,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,481.167,0,0.025,0,0,Mar,2,2,7,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,2528,0,0.0666667,0,0,Mar,2,2,9,1,Returning_Visitor,TRUE,FALSE
2,30,1,148.5,24,1530.19,0.00740741,0.0148148,10.1022,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,289.5,0,0.0142857,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,10,0,0.1,0,0,Mar,3,2,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,676.75,0.0142857,0.0357143,0,0,Mar,4,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,36,0.05,0.1,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
2,25,0,0,6,65,0,0.025,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,16,630.75,0,0.0404762,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
8,359,2,954,14,336.5,0,0.00555556,0,0,Mar,3,2,7,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,77,0,0.04,0,0,Mar,2,4,1,3,Returning_Visitor,TRUE,FALSE
5,59,0,0,3,44.6667,0,0.025,0,0,Mar,2,4,6,2,Returning_Visitor,TRUE,FALSE
4,1347.75,0,0,22,3410.88,0.0198718,0.09,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,322.5,0.04,0.07,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,919,0,0.0272727,0,0,Mar,2,6,2,3,Returning_Visitor,FALSE,FALSE
18,280.95,6,762.5,79,2096.91,0.00333333,0.0140086,25.967,0,Mar,2,4,2,2,Returning_Visitor,FALSE,FALSE
1,23,0,0,27,1058.89,0,0.0104938,1.86578,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE
6,53.381,0,0,5,54.381,0,0.00357143,0,0,Mar,2,2,6,2,New_Visitor,TRUE,FALSE
2,8,0,0,11,543.5,0.00769231,0.0384615,0,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,1089,0.00689655,0.0137931,0,0,Mar,1,6,1,1,Returning_Visitor,FALSE,FALSE
1,0,1,60,43,1131.81,0.0287879,0.0473485,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,314.5,0.0333333,0.0666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
6,573.5,1,0,33,1946.94,0.00588235,0.0206027,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE
